題號,題目,選項A,選項B,選項C,選項D,正確答案,答案內容,原始答案,更正備註,圖片檔案
22,關於呼吸肌的功能，下列何者錯誤？,呼氣時橫膈（diaphragm）舒張,吸氣時橫膈（diaphragm）協助肋骨下拉，擠壓腹部,外肋間肌（external intercostal muscle）可向外提起胸廓,內肋間肌（internal intercostal muscle）協助胸廓下壓,B,吸氣時橫膈（diaphragm）協助肋骨下拉，擠壓腹部,B,,無
23,下列那一個功能區位於顳葉（temporal lobe）？,主要視覺皮質（primary visual cortex）,主要運動皮質（primary motor cortex）,主要嗅覺皮質（primary olfactory cortex）,主要體感覺皮質（primary somatosensory cortex）,C,主要嗅覺皮質（primary olfactory cortex）,C,,無
24,下列何者為外側脊髓丘腦徑（lateral spinothalamic tract）的功能？,傳遞同側軀體的本體感覺、精細觸覺,傳遞對側軀體的本體感覺、精細觸覺,傳遞同側軀體的溫、痛覺,傳遞對側軀體的溫、痛覺,D,傳遞對側軀體的溫、痛覺,D,,無
25,小腦的那一個構造接受來自內耳前庭（vestibule）的訊息，與調整身體姿態的平衡有關？,絨球小結葉（flocculonodular lobe）,前葉（anterior lobe）,後葉（posterior lobe）,中葉（middle lobe）,A,絨球小結葉（flocculonodular lobe）,A,,無
26,下列何者兼具控制發聲與吞嚥的肌肉？,三叉神經（trigeminal nerve）,面神經（facial nerve）,舌咽神經（glossopharyngeal nerve）,迷走神經（vagus nerve）,D,迷走神經（vagus nerve）,D,,無
27,耳蝸神經（cochlear nerve）的初級感覺神經元位於下列何處？,膝狀神經節（geniculate ganglion）,睫狀神經節（ciliary ganglion）,耳神經節（otic ganglion）,螺旋神經節（spiral ganglion）,D,螺旋神經節（spiral ganglion）,D,,無
28,眼球外直肌（lateral rectus muscle）受下列何者所支配？,第三腦神經,第四腦神經,第六腦神經,第七腦神經,C,第六腦神經,C,,無
29,乳頭肌（papillary muscle）主要是出現在心臟的何部位？,心房（atrium）,心室（ventricle）,主動脈（aorta）,上腔靜脈（superior vena cava）,B,心室（ventricle）,B,,無
30,第一與第二肋間動脈主要源自下列那一條血管？,胸外側動脈（lateral thoracic artery）,鎖骨下動脈的甲狀頸幹（thyrocervical trunk of subclavian artery）,鎖骨下動脈的肋頸幹（costocervical trunk of subclavian artery）,腋動脈（axillary artery）,C,鎖骨下動脈的肋頸幹（costocervical trunk of subclavian artery）,C,,無
31,下列何者可減緩組織因單一動脈阻塞而壞死？,肌肉靜脈幫浦（musculovenous pump）,內彈性板（internal elastic lamina）,靜脈瓣（venous valve）,動脈吻合（anastomoses）,D,動脈吻合（anastomoses）,D,,無
32,下列何種構造或功能與「防止胃酸逆流到食道」無關？,賁門括約肌（cardiac sphincter）,橫膈裂孔（hiatus of the diaphragm）,十二指腸主乳頭（major duodenal papilla）,胃的蠕動排空能力,C,十二指腸主乳頭（major duodenal papilla）,C,,無
33,有關腎臟血管的敘述，下列何者正確？,腎動脈位於腎靜脈之後,右腎動脈較左腎動脈短,左腎靜脈較右腎靜脈短,腎動脈分支成10條節動脈（segmental arteries）,A,腎動脈位於腎靜脈之後,A,,無
34,下列何者屬於咀嚼肌（muscles of mastication）？,頰肌（buccinator muscle）,顳肌（temporalis）,舌骨舌肌（hyoglossus）,口輪匝肌（orbicularis oris）,B,顳肌（temporalis）,B,,無
35,下列何者沒有踝關節內側韌帶附著？,跟骨（calcaneus）,距骨（talus）,骰骨（cuboid）,舟狀骨（navicular）,C,骰骨（cuboid）,C,,無
36,下列何神經支配咀嚼肌（muscles of mastication）？,三叉神經（trigeminal nerve）,面神經（facial nerve）,迷走神經（vagus nerve）,舌下神經（hypoglossal nerve）,A,三叉神經（trigeminal nerve）,A,,無
37,就發育而言，視神經（optic nerve）屬於下列何系統？,中樞神經系統（central nervous system）,周邊神經系統（peripheral nervous system）,交感神經分系（sympathetic division）,副交感神經分系（parasympathetic division）,A,中樞神經系統（central nervous system）,A,,無
38,以手按壓頭部太陽穴附近時，可測量到脈搏。此為下列那一條血管的搏動？,顳淺動脈（superficial temporal artery）,顳深動脈（deep temporal artery）,上頜動脈（maxillary artery）,面動脈（facial artery）,A,顳淺動脈（superficial temporal artery）,A,,無
39,結腸右彎曲（right colic flexure）出現於下列那兩者之間？,盲腸及升結腸,升結腸及橫結腸,橫結腸及降結腸,降結腸及直腸,B,升結腸及橫結腸,B,,無
40,下列何者受陰部神經（pudendal nerve）所支配？,卵巢（ovary）,子宮（uterus）,陰道（vagina）,輸卵管（uterine tube）,C,陰道（vagina）,C,,無
41,心室細胞動作電位的高原期（plateau），主要是因為何種離子的持續流入？,鈉離子,鈣離子,氯離子,鉀離子,B,鈣離子,B,,無
42,有關心肌放鬆的機制，下列敘述何者正確？,鈣幫浦（Ca₂ + pump）將鈣離子打回細胞核,鈉鉀幫浦（Na + /K + pump）將鈉離子移回細胞質，也將鉀離子移回橫小管（transverse tubule）內,鈣幫浦（Ca₂ + pump）將鈣離子打回肌漿網（sarcoplasmic reticulum）,鈉鉀幫浦（Na + /K + pump）同時將鈉離子與鉀離子移到細胞外,C,鈣幫浦（Ca₂ + pump）將鈣離子打回肌漿網（sarcoplasmic reticulum）,C,,無
43,骨骺生長板（epiphyseal growth plate），最主要由下列何種細胞組成？,軟骨細胞（chondrocytes）,骨母細胞（osteoblasts）,蝕骨細胞（osteoclasts）,內皮細胞（endothelial cells）,A,軟骨細胞（chondrocytes）,A,,無
44,有關骨骼肌收縮的敘述，下列何者正確？,動作電位產生後，肌細胞毫無延遲，立即產生收縮,收縮可在沒有橫橋（cross-bridge）活化的情況下發生,因粗絲（thick filament）長度變短，造成肌細胞收縮,肌細胞收縮時，細絲（thin filament）不會縮短,D,肌細胞收縮時，細絲（thin filament）不會縮短,D,,無
45,有關運動單位（motor unit）的定義，下列何者正確？,單一運動神經元（motor neuron）與其所支配的骨骼肌纖維,單一骨骼肌纖維與其連結的所有運動神經元,控制單一關節之所有骨骼肌纖維,單一大腦運動皮質神經元（cortical pyramidal neuron）與其所支配的骨骼肌纖維,A,單一運動神經元（motor neuron）與其所支配的骨骼肌纖維,A,,無
46,與百米短跑選手相比，馬拉松選手最不可能出現下列何種現象？,具有較明顯的肌肉肥大（muscle hypertrophy）現象,具有較高比例的有氧慢肌纖維,腿部肌肉微血管密度較高,腿部肌肉具有較低濃度的糖解酵素,A,具有較明顯的肌肉肥大（muscle hypertrophy）現象,A,,無
47,下列何種胞器內，含有DNA？,粒線體（mitochondria）,高基氏體（Golgi apparatus）,胞內體（endosomes）,溶小體（lysosomes）,A,粒線體（mitochondria）,A,,無
48,血漿鈣離子濃度下降時，下列何種激素（hormone）會分泌去促使骨再吸收（bone resorption）？,甲狀腺素（thyroxine）,副甲狀腺素（parathyroid hormone）,降鈣素（calcitonin）,可體松（cortisol）,B,副甲狀腺素（parathyroid hormone）,B,,無
49,有關竇房結（SA node）所受神經荷爾蒙的調控，下列敘述何者正確？,副交感神經興奮會增加節律電位（pacemaker potential）的斜率,交感神經興奮會造成竇房結的過極化,交感神經興奮會促進鈉離子進入細胞,腎上腺素會促進鉀離子流出細胞,C,交感神經興奮會促進鈉離子進入細胞,C,,無
50,下列那一因素會造成心輸出量（cardiac output）的下降？,體溫上升,正腎上腺素刺激,運動,大量出血,D,大量出血,D,,無
51,有關血管壁張力（tension）之敘述，何者正確？,與血管半徑成正比,與血管內壓力的平方成正比,與血管內壓力成正比,與血管內皮細胞（endothelial cells）數目成正比,A,與血管半徑成正比,A,,無
52,關於淋巴循環，下列敘述何者正確？,身體的淋巴液，最後匯集於右淋巴管及胸管,右淋巴管將淋巴液直接注入心房，由心臟血管循環全身,一般而言，淋巴循環流速比靜脈快,淋巴球主要由肝臟製造,A,身體的淋巴液，最後匯集於右淋巴管及胸管,A,,無
53,關於動脈粥狀硬化（atherosclerosis），下列敘述何者正確？,起因於內皮細胞（endothelial cells）的壞死,巨噬細胞（macrophage）若吸收過多脂肪會形成泡沫細胞（foam cell），會分泌一些物質致使血管平滑肌細胞壞死,"血液中高密度脂蛋白（high density lipoproteins, HDL）濃度的上升，會明顯增加硬化危險機率",會導致脈搏壓（pulse pressure）的增加,D,會導致脈搏壓（pulse pressure）的增加,D,,無
54,換氣不足（hypoventilation）時，會發生下列何種情況？,血液的pH增加,血液中氧濃度升高,血液氫離子濃度增加,肺泡氧分壓與大氣接近,C,血液氫離子濃度增加,C,,無
55,一邊聊天一邊吃飯時，突然嗆到，可能是下列何種結構來不及正常運作所致？,軟顎,會厭軟骨,呼吸道纖毛,呼吸道平滑肌,B,會厭軟骨,B,,無
56,肺水腫（pulmonary edema）的病人有氣體交換的困難，主要是呼吸膜（respiratory membrane）的何處積水而增厚所致？,第一型肺泡細胞,第二型肺泡細胞,微血管壁,肺間質,D,肺間質,D,,無
57,"下列何種狀況最可能導致在做用力肺活量（forced vital capacity, FVC）測試時，第一秒用力呼氣容積（FEV1）大幅下降，以致FEV1/FVC比值降低？",氣喘病人,激烈運動後,肺纖維化病人,右肺切除的病人,A,氣喘病人,A,,無
58,關於肺泡通氣量（alveolar ventilation）的敘述，下列何者正確？,肺泡通氣量與呼吸的型態無關,"等於「呼吸頻率」乘上「潮氣容積」（tidal volume, V T）",健康成人的肺泡通氣量約為7.5 L,代謝速率不變時，肺泡通氣量過低會造成酸中毒,D,代謝速率不變時，肺泡通氣量過低會造成酸中毒,D,,無
59,有關神經系統支配內臟器官的敘述，下列何者正確？,多數由接受體神經支配,多數僅受的副交感神經支配,多數僅受交感神經支配,多數均由交感及副交感神經同時支配,D,多數均由交感及副交感神經同時支配,D,,無
60,交感神經興奮可能引起下列何種作用？,瞳孔收縮,支氣管收縮,腸胃道腺體分泌增加,心跳加速,D,心跳加速,D,,無
61,下列何種構造表現的乙醯膽鹼受器主要是蕈毒鹼型（muscarinic）？,副交感神經之目標器官（target organ）,交感神經之目標器官（target organ）,副交感神經之節後神經,腎上腺髓質（adrenal medulla）,A,副交感神經之目標器官（target organ）,A,,無
62,當細胞膜電位等於氯離子平衡電位時，打開氯離子通道對膜電位會產生何種影響？,去極化,過極化,再極化,不會改變,D,不會改變,D,,無
63,有關多巴胺（dopamine）的敘述，下列何者錯誤？,其生化合成前驅物為酪胺酸（tyrosine）,抗憂鬱藥百憂解（prozac）主要作用在抑制多巴胺的再回收,單胺氧化酶（monoamine oxidase）可以分解多巴胺,帕金森氏症與黑質（substantia nigra）多巴胺神經元的死亡有關,B,抗憂鬱藥百憂解（prozac）主要作用在抑制多巴胺的再回收,B,,無
64,當細胞外鉀離子濃度從5 mM增加到10 mM時，下列敘述何者正確？,細胞膜電位會變得更負（more negative）,細胞膜電位不受影響,細胞膜電位變得更正（less negative or more positive）,資訊不足，無從判斷,C,細胞膜電位變得更正（less negative or more positive）,C,,無
65,有關中耳的敘述，下列何者正確？,傳遞聲波震動,定位聲音,過濾高頻的聲音,促進分辨不同音頻,A,傳遞聲波震動,A,,無
66,中老年被診斷有老花眼（presbyopia）後很難再自行穿針引線，此情況最可能為下列何種因素所致？,玻璃體混濁,視網膜剝離,睫狀肌麻痺,水晶體硬化,D,水晶體硬化,D,,無
67,嘔吐中樞位於下列何處？,延腦,中腦,小腦,下視丘,A,延腦,A,,無
68,下列何種感覺受器幾乎沒有感覺適應性（sensory adaptation）？,觸覺,壓覺,嗅覺,痛覺,D,痛覺,D,,無
69,下列何種特殊感覺的輸入，無須經過視丘（thalamus）可直接傳送到大腦皮質？,視覺,聽覺,嗅覺,味覺,C,嗅覺,C,,無
70,拔除智齒後所造成味覺障礙的原因，其最可能為下列何者？,唾液分泌異常,味覺接受器細胞受損,味覺分子無法傳送到味蕾,味覺傳入神經受損,D,味覺傳入神經受損,D,,無
71,有關腎小管對菊糖（inulin）的排除（excretion），下列敘述何者正確？,會被再吸收（reabsorption）,不會被再吸收（reabsorption）及分泌（secretion）,會被再吸收（reabsorption）及分泌（secretion）,會被分泌（secretion）,B,不會被再吸收（reabsorption）及分泌（secretion）,B,,無
72,有關腎臟生理功能的敘述，下列何者錯誤？,可以調節紅血球生成,可以調節鈣離子的吸收,不具備調節酸鹼值的功能,不具備調節睾固酮的功能,C,不具備調節酸鹼值的功能,C,,無
73,腎臟緻密斑（macula densa）最主要調控下列何種血管的收縮？,小葉間動脈（interlobular artery）,管旁微血管（peritubular capillary）,直血管（vasa recta）,入球小動脈（afferent arteriole）,D,入球小動脈（afferent arteriole）,D,,無
74,腎素（renin）最主要由下列何者分泌？,近腎絲球器 (juxtaglomerular apparatuses),腎上腺皮質 (renal cortex),腎上腺髓質 (renal medulla),腎臟集尿管 (collecting duct),A,近腎絲球器 (juxtaglomerular apparatuses),A,,無
75,Cushing's syndrome是因為長期體內何種荷爾蒙過高所造成的症狀？,糖皮質固醇（glucocorticoids）,礦物皮質固醇（mineralocorticoids）,雄性素（androgen）,動情素（estrogen）,A,糖皮質固醇（glucocorticoids）,A,,無
76,下列何者主要由腎上腺的小球區（zona glomerulosa）合成？,雄性素（androgen）,糖皮質醇（glucocorticoid）,醛固酮（aldosterone）,紅血球生成素（erythropoietin）,C,醛固酮（aldosterone）,C,,無
77,下列何種激素的分泌最不受腦下垂體的調節？,甲狀腺素（thyroxine）,助孕素（progesterone）,升糖素（glucagon）,"促腎上腺皮質激素（adrenocorticotropic hormone, ACTH）",CD,"升糖素（glucagon）；促腎上腺皮質激素（adrenocorticotropic hormone, ACTH）",C,第77題答Ｃ、Ｄ給分。,無
78,哺乳期間會暫時抑制排卵，主要是因為何種荷爾蒙分泌增加的影響？,助孕素（progesterone）,動情素（estrogen）,"促性腺激素釋放激素（gonadotropin-releasing hormone, GnRH）",泌乳素（prolactin）,D,泌乳素（prolactin）,D,,無
79,有關胃腸道的敘述，下列何者最正確？,膽汁由膽囊製造並加以儲存,胃的蠕動可以抑制脂肪消化與吸收,分解後的脂肪是進入乳糜管（lacteal）,迴腸（ileum）負責蛋白質的分解與吸收,C,分解後的脂肪是進入乳糜管（lacteal）,C,,無
80,下列何者不是由胰臟所分泌？,脂肪酶（lipase）,澱粉酶（amylase）,麥芽糖酶（maltase）,胰蛋白酶原（trypsinogen）,C,麥芽糖酶（maltase）,C,,無
