題號,題目,選項A,選項B,選項C,選項D,正確答案,答案內容,圖片檔案
25,含有嗅纖毛（olfactory cilia）且負責感受嗅覺的雙極神經元之細胞本體，位於下列何處？,嗅球（olfactory bulb）,眶額皮質（orbitofrontal cortex）,嗅徑（olfactory tract）,嗅覺上皮（olfactory epithelium）,D,嗅覺上皮（olfactory epithelium）,無
26,下列與聽覺（auditory）和平衡覺（equilibrium）相關的敘述，何者錯誤？,聽覺傳導到同側的耳蝸神經核（cochlear nucleus）,視丘（thalamus）會參與聽覺傳導,平衡覺的次要路徑會傳到大腦皮質（cerebral cortex）,平衡覺的主要路徑傳到大腦（cerebrum）的顳葉（temporal lobe）,D,平衡覺的主要路徑傳到大腦（cerebrum）的顳葉（temporal lobe）,無
27,下列管道何者直徑最小？,終末細支氣管（terminal bronchiole）,呼吸性細支氣管（respiratory bronchiole）,肺泡管（alveolar duct）,二級支氣管（secondary bronchus）,C,肺泡管（alveolar duct）,無
28,下列何者不屬於肝門脈系統（hepatic portal system）？,肝門靜脈（hepatic portal vein）,肝靜脈（hepatic vein）,腸繫膜上靜脈（superior mesenteric vein）,脾靜脈（splenic vein）,B,肝靜脈（hepatic vein）,無
29,下列關於心房、心室的功能敘述，何者正確？,右心室將缺氧血送往肺臟,左心室將缺氧血送往肺臟,缺氧血回流至左心房,充氧血回流至右心房,A,右心室將缺氧血送往肺臟,無
30,腹主動脈（abdominal aorta）末端分支為左右髂總動脈（common iliac artery）處，相當於下列那個位置？,恥骨上緣與臍連線的中點,橫幽門面（transpyloric plane）,恥骨聯合（pubic symphysis）上緣,兩側髂嵴（iliac crest）連線,D,兩側髂嵴（iliac crest）連線,無
31,下列何者為甲狀頸幹（thyrocervical trunk）的分支？,肩胛上動脈（suprascapular artery）,胸上動脈（superior thoracic artery）,胸內動脈（internal thoracic artery）,甲狀腺上動脈（superior thyroid artery）,A,肩胛上動脈（suprascapular artery）,無
32,下列關於彈性動脈（elastic artery）的敘述，何者正確？,外膜（tunica externa）有許多縱走的平滑肌,中膜（tunica media）只含少數平滑肌，沒有彈性膜（elastic membrane）,內皮細胞是有孔型（fenestrated）,主動脈（aorta）屬於彈性動脈,D,主動脈（aorta）屬於彈性動脈,無
33,礦物皮質酮（mineralocorticoid）最主要由下列何種細胞分泌？,腎上腺髓質（adrenal medulla）細胞,腎上腺皮質（adrenal cortex）球狀區（zona glomerulosa）的細胞,腎上腺皮質（adrenal cortex）束狀區（zona fasciculata）的細胞,腎上腺皮質（adrenal cortex）網狀區（zona reticularis）的細胞,B,腎上腺皮質（adrenal cortex）球狀區（zona glomerulosa）的細胞,無
34,下列何者與嬰兒的吸吮（sucking）最相關？,扁桃體（tonsil）,牙齒（tooth）,軟腭（soft palate）,舌繫帶（lingual frenulum）,C,軟腭（soft palate）,無
35,下列關於肝臟（liver）的敘述，何者錯誤？,身體最大的消化腺體,由前側可見鐮狀韌帶（falciform ligament）將其分為左右兩葉（lobe）,製造膽汁（bile），並將其儲存於膽囊（gallbladder）中,小腸中吸收的養分透過肝靜脈（hepatic vein）送入肝臟中,D,小腸中吸收的養分透過肝靜脈（hepatic vein）送入肝臟中,無
36,下列何者不是由腹膜（peritoneum）所形成的結構？,大網膜（greater omentum）,結腸繫膜（mesocolon）,肝鐮狀韌帶（falciform ligament）,肝圓韌帶（ligamentum teres）,D,肝圓韌帶（ligamentum teres）,無
37,下列何者不是腎元（nephron）的一部分？,直血管（vasa recta）,腎元環（nephron loop）,近曲小管（proximal convoluted tubule）,遠曲小管（distal convoluted tubule）,A,直血管（vasa recta）,無
38,下列關於膀胱（urinary bladder）的敘述，何者錯誤？,上皮屬於複層鱗狀上皮（stratified squamous epithelium）,位於恥骨聯合（pubic symphysis）後方,臍尿管（urachus）位於膀胱的尖端（apex）,由輸尿管（ureter）開口和尿道（urethra）開口圍成的部分稱為膀胱三角（trigone）,A,上皮屬於複層鱗狀上皮（stratified squamous epithelium）,無
39,下列何種構造不會通過腹股溝管（inguinal canal）？,子宮圓韌帶（round ligament of uterus）,精索（spermatic cord）,生殖股神經的生殖支（genital branch of genitalfemoral nerve）,腹股溝韌帶（inguinal ligament）,D,腹股溝韌帶（inguinal ligament）,無
40,精子在輸卵管何處進行頂體反應（acrosomal reaction），懷孕機率最大？,漏斗部（infundibulum）,繖部（fimbriae）,壺腹部（ampulla）,峽部（isthmus）,C,壺腹部（ampulla）,無
41,有關磷脂質（phospholipids）的敘述，下列何者正確？,一個磷脂質分子含有三個脂肪酸,磷脂質的一端為親水性，另一端為親油性,磷脂質溶於水時，會解離成游離狀的脂肪酸,膽固醇是一種磷脂質,B,磷脂質的一端為親水性，另一端為親油性,無
42,下列何者為附著於粗糙內質網（rough endoplasmic reticulum）表面的結構？,粒線體（mitochondria）,核糖體（ribosomes）,高基氏體（Golgi apparatus）,溶小體（lysosomes）,B,核糖體（ribosomes）,無
43,下列何種結構可允許離子由一細胞進入另一細胞？,緊密連結（tight junction）,胞橋連結（desmosome）,半胞橋連結（hemidesmosome）,間隙連結（gap junction）,D,間隙連結（gap junction）,無
44,有關單一單位（single unit）平滑肌細胞的敘述，下列何者錯誤？,一個平滑肌細胞僅由一個神經元支配,平滑肌細胞之間有許多間隙連結（gap junction）,平滑肌可能有節律點（pacemaker）活動,平滑肌被拉扯後可引起收縮反應,A,一個平滑肌細胞僅由一個神經元支配,無
45,衛星細胞（satellite cell）主要參與下列何種細胞或組織修復？,骨骼肌,平滑肌,心肌,神經細胞,A,骨骼肌,無
46,屍僵（rigor mortis）產生的原因是缺乏下列何者？,氯離子,蛋白質,ATP,ADP,C,ATP,無
47,下列何者不參與骨骼的形成與分解？,骨細胞（osteocytes）,軟骨細胞（chondrocytes）,蝕骨細胞（osteoclast）,成骨細胞（osteoblast）,B,軟骨細胞（chondrocytes）,無
48,"1,25-二羥維生素D（1,25-dihydroxyvitamin D）主要透過下列何種方式調節血鈣平衡？",促進腎臟排泄鈣離子,促進腎臟再吸收鈣離子,促進腸道吸收鈣離子,促進骨骼釋放鈣離子,C,促進腸道吸收鈣離子,無
49,"交感神經興奮刺激心臟竇房結（sinoatrial node, SA node）時，會造成下列何種效應？",促進鉀離子通道（potassium channel）開啟,"促進過極化活化的環核苷酸門控通道（hyperpolarization-activated cyclic nucleotide-gated channel, HCN）開啟",心率（heart rate）減慢,心肌細胞（cardiomyocyte）過極化（hyperpolarization）,B,"促進過極化活化的環核苷酸門控通道（hyperpolarization-activated cyclic nucleotide-gated channel, HCN）開啟",無
50,有關心肌細胞L型鈣離子通道的敘述，下列何者錯誤？,會在動作電位的高原期（plateau）開啟,可提供管道讓鈣離子大量流入細胞,其活性會受交感神經的調控,直接參與誘發節律電位（pacemaker potential）,D,直接參與誘發節律電位（pacemaker potential）,無
51,當下肢動脈血管產生粥狀硬化時，下列何者最先受到影響？,每分鐘心跳數,血液黏滯性,下肢血流量,交感神經活性,C,下肢血流量,無
52,對於高血壓（hypertension）病患，下列何者可以降低血壓？,抗利尿激素（antidiuretic hormone）,鈣離子通道阻斷劑（calcium channel blocker）,血管收縮素II（angiotensin II）,擬交感神經作用藥物（sympathomimetic drug）,B,鈣離子通道阻斷劑（calcium channel blocker）,無
53,下列那一種血球細胞具有多形核？,淋巴球,嗜中性球,紅血球,巨噬細胞,B,嗜中性球,無
54,直立體位一段時間後，正常人肺部血流的分布量為何？,上方比下方多,上方比下方少,上方與下方相同,中方比上下方多,B,上方比下方少,無
55,有關影響肺泡氧分壓的因素，下列何者錯誤？,吸入氣體的氧分壓,肺泡通氣量,組織耗氧量,呼吸道阻力,C,組織耗氧量,無
56,若罹患肺氣腫（emphysema）或肺泡壁回彈力變差時，下列何種容積會增加？,肺活量（vital capacity）,潮氣容積（tidal volume）,肺餘容積（residual volume）,吸氣儲備容積（inspiratory reserve volume）,C,肺餘容積（residual volume）,無
57,下列何種因素可以增加血紅素結合的氧氣量？,增加血漿氫離子濃度,升高體溫,"增加血漿之2,3-二磷酸甘油酸（2,3-diphosphoglyceric acid）",增加血漿氧分壓,D,增加血漿氧分壓,無
58,下列何者在自發性呼吸（automatic breathing）時，負責協助吸氣與呼氣之間的平順轉換？,中腦（midbrain）,呼吸調節中樞（pneumotaxic center）,"背側呼吸群（dorsal respiratory group, DRG）","腹側呼吸群（ventral respiratory group, VRG）",B,呼吸調節中樞（pneumotaxic center）,無
59,下列有關神經細胞靜止膜電位（resting membrane potential）的敘述，何者正確？,鉀離子最容易吸引細胞外的負離子,此時細胞膜對鉀離子的通透度較好,鉀離子在細胞外液濃度較高,此時細胞膜上只有鉀離子通道打開,B,此時細胞膜對鉀離子的通透度較好,無
60,有關神經細胞突觸後電位（postsynpatic potential）的敘述，下列何者正確？,抑制性突觸後電位 （IPSP）接近氯離子的平衡電位 （equilibrium potential）,鈉離子流出會造成興奮性突觸後電位（EPSP）,只要產生興奮性突觸後電位（EPSP）就可引起動作電位（action potential）,鉀離子流入會造成抑制性突觸後電位（IPSP）,A,抑制性突觸後電位 （IPSP）接近氯離子的平衡電位 （equilibrium potential）,無
61,治療兒童假性近視的藥物阿托平（atropine）目的在放鬆睫狀肌，其作用在抑制下列何種神經傳導物質的作用？,乙醯膽鹼 （acetylcholine）,多巴胺（dopamine）,正腎上腺素（norepinephrine）,血清素（serotonin）,A,乙醯膽鹼 （acetylcholine）,無
62,下列那種目標器官（target organ）最不可能受自主神經系統的支配？,心肌,骨骼肌,平滑肌,腺體,B,骨骼肌,無
63,下列何種腦區主要負責調控情緒？,縫核（raphe nuclei）,邊緣系統（limbic system）,胼胝體（corpus callosum）,腦垂體（pituitary gland）,B,邊緣系統（limbic system）,無
64,當有尿意卻必須憋尿時，可能發生下列何種生理現象？,膀胱壁的牽張受器活性下降,膀胱壁肌肉舒張,尿道內括約肌舒張,尿道外括約肌舒張,C,尿道內括約肌舒張,無
65,利用手電筒對著眼睛照光後，下列何者會因此增加？,轉換素（transducin）的活性,光感受器釋放神經傳遞物質的量,光感受器中光色素（rhodopsin）的濃度,光感受器中鈣離子的濃度,A,轉換素（transducin）的活性,無
66,一位事故中失去右手的男子，後來卻產生右側手掌劇烈疼痛的感覺（幻肢痛）。他的大腦皮層正子斷層造影，最可能出現下列何種神經可塑性變化（plastic changes）？,右側初級體感覺皮層（primary somatosensory cortex）的手掌區與視覺皮層（visual cortex）的連結,左側初級體感覺皮層（primary somatosensory cortex）的手掌區與視覺皮層（visual cortex）的連結,左側初級體感覺皮層（primary somatosensory cortex）的手掌區與咽喉區（pharynx）的連結,左側初級體感覺皮層（primary somatosensory cortex）的手掌區與相鄰感覺區的連結,D,左側初級體感覺皮層（primary somatosensory cortex）的手掌區與相鄰感覺區的連結,無
67,有關慢速痛覺（slow pain）的產生，下列敘述何者錯誤？,與C纖維（C fibers）的活化有關,與P物質（substance P）的釋放有關,與麩胺酸（glutamate）的釋放有關,與A δ 纖維的活化有關,D,與A δ 纖維的活化有關,無
68,皮膚受到快速及慢速震動刺激時，其最主要對應的機械性受器分別為：,帕氏環層小體（Pacinian corpuscle）和邁斯納小體（Meissners corpuscle）,邁斯納小體（Meissners corpuscle）和路氏小體（Ruffinis corpuscle）,默克爾細胞（Merkel cell）和帕氏環層小體（Pacinian corpuscle）,路氏小體（Ruffinis corpuscle）和邁斯納小體（Meissners corpuscle）,A,帕氏環層小體（Pacinian corpuscle）和邁斯納小體（Meissners corpuscle）,無
69,下列那個腦葉主要負責視覺？,額葉,頂葉,顳葉,枕葉,D,枕葉,無
70,下列關於大腦皮質語言相關區域的敘述，何者最適當？,布洛卡區（Broca's area）通過內囊（Internal capsule）投射到韋尼克區（Wernicke's area）,布洛卡區（Broca's area）通過顳束（Temporal fasciculus）投射到韋尼克區（Wernicke's area）,韋尼克區（Wernicke's area）通過胼胝體（Corpus callosum）投射到布洛卡區（Broca's area）,韋尼克區（Wernicke's area）通過弓狀束（Arcuate fasciculus）投射到布洛卡區（Broca's area）,D,韋尼克區（Wernicke's area）通過弓狀束（Arcuate fasciculus）投射到布洛卡區（Broca's area）,無
71,下列何者最容易自由通過腎絲球微血管（glomerular capillary）管壁的窗孔（fenestrae）？,蛋白質（protein）,抗體（antibody）,尿素（urea）,紅血球（red blood cell）,C,尿素（urea）,無
72,"已知某人的腎絲球過濾率（glomerular filtration rate, GFR）為G，血漿中葡萄糖的濃度為P，腎小管（renal tubule）對葡萄糖再吸收（reabsorption）速率為R，此人經由尿液排泄（excretion）葡萄糖的速率為E。則理論上，下列何者正確？",E = P × G + R,E = P × G - R,E = P ÷ G + R,E = P ÷ G - R,B,E = P × G - R,無
73,下列那一個器官會產生最多的腎素（renin）？,心,腎,肺,肝,B,腎,無
74,嚴重腹瀉（diarrhea）造成全身性脫水（dehydration）時，會引起下列何種生理反應？,排尿量增加,支配腎臟的交感神經（renal sympathetic nerve）活性下降,入球小動脈（afferent arteriole）舒張（vasodilation）,血中腎素（renin）濃度升高,D,血中腎素（renin）濃度升高,無
75,下列何種激素是由卵巢所製造釋放？,黃體促素（LH）,雌性素（estrogen）,濾泡促素（FSH）,催產素（oxytocin）,B,雌性素（estrogen）,無
76,有關可體松（cortisol）的分泌調控，下列敘述何者錯誤？,血中總可體松（total cortisol）濃度降低會造成負回饋的抑制作用,腦下垂體前葉分泌的促腎上腺皮質刺激素（ACTH）大量增加，會促進膽固醇轉化成可體松的作用,可體松的分泌具有日夜節律現象,屬於一種壓力激素（stress hormone）,A,血中總可體松（total cortisol）濃度降低會造成負回饋的抑制作用,無
77,分娩時，子宮會分泌下列何種激素而刺激其收縮？,動情素（estrogen）,助孕素（progesterone）,催產素（oxytocin）,前列腺素（prostaglandin）,D,前列腺素（prostaglandin）,無
78,有關停經（menopause）後的變化，下列何者最不可能？,"濾泡刺激素（follicle-stimulating hormone, FSH）的血中濃度會降低",動情素（estrogen）的血中濃度會降低,長期會伴隨有骨質疏鬆的症狀,助孕素（progesterone）的血中濃度會降低,A,"濾泡刺激素（follicle-stimulating hormone, FSH）的血中濃度會降低",無
79,下列何種腸胃道運動與排便最相關？,蠕動（peristalsis）,逆蠕動（antiperistalsis）,分節運動（segmentation）,整體移動（mass movement）,D,整體移動（mass movement）,無
80,有關膽固醇的敘述，下列何者錯誤？,提供細胞能量,是細胞膜的重要組成,可以用來製造膽鹽、固醇類激素,其來源可從食物攝取或是肝臟及其他細胞製造,A,提供細胞能量,無
