題號,題目,選項A,選項B,選項C,選項D,正確答案,答案內容,原始答案,更正備註,圖片檔案
29,在執行穿衣活動的動作學習（motor learning）中，職能治療師的回饋（feedback）扮演重要角色，下列敘述何者最不適當？,個案只有認知障礙問題時，提供內在回饋會比外在回饋好,個案只有感覺障礙問題時，提供外在回饋會比內在回饋好,結果知識（knowledge of results）是根據病人的動作結果給予回饋,提醒個案穿衣時手肘不要彎曲是提供表現知識（knowledge of performance）的回饋,A,個案只有認知障礙問題時，提供內在回饋會比外在回饋好,A,,無
30,有關動作學習（motor learning）的敘述，下列何者錯誤？,環境會影響動作學習的效果,可依藉外顯的行為評估動作學習的成果,包括認知（cognitive）、聯合（associative）和自動期（autonomous）三個階段,有感覺缺失的病人較容易依賴內在回饋（intrinsic feedback）來完成動作,D,有感覺缺失的病人較容易依賴內在回饋（intrinsic feedback）來完成動作,D,,無
31,「職能治療師藉由教導照顧者營造適合患者的環境和活動需求等，讓患者發揮最大認知潛能」。前述強調的概念，乃源自下列何種治療模式？,認知失能療法（cognitive disability model）,認知矯治療法（cognitive remedial model）,神經性功能療法（neurofunctional approach）,多重情境治療途徑（multicontext approach）,A,認知失能療法（cognitive disability model）,A,,無
32,小明經常早上晚起床而造成上學遲到，媽媽徵詢治療師的建議後，跟小明約定若他每週二、四制服日都能準時到校上課的話，當天中午準備他最喜歡吃的飯菜作為獎勵。治療師的建議是應用下列那種行為增強方式？,比率增強制（ratio schedule）,間隔增強制（interval schedule）,變動增強制（variable schedule）,持續增強制（continuous reinforcement）,B,間隔增強制（interval schedule）,B,,無
33,根據參與式職能正義架構，針對不同階段的介入行動，下列舉例何者正確？,「跟教師會一起到募資平臺提出募集玩具給偏鄉的勸募計畫」屬於在終結倡議的行動,「與偏鄉教師一起開始盤點教具的質和量」是在做策略性資源募集,「協助偏鄉學校與企業簽約，提供5年多元教具資助」屬於促成永續的倡議,「與偏鄉家長們討論玩具和教具多元性不足的影響」是在商討計畫的合作意願,C,「協助偏鄉學校與企業簽約，提供5年多元教具資助」屬於促成永續的倡議,C,,無
34,在學校系統兒童領域，職能治療師為協助維護受教權與職能正義，必須具備的技能，下列敘述何者錯誤？,依據精神衛生法學校系統專業團隊需包含職能治療師,提供低視能學童在教室學習環境及遊戲場所的改造,協助在非特教學校的身心障礙兒童，能在班級參與學習活動,評估腦性麻痺學童在校園使用輔具的安全性,A,依據精神衛生法學校系統專業團隊需包含職能治療師,A,,無
35,依據Townsend及Wilcock，下列何者為倡導職能正義（occupational justice）的個別行動（individual action）之一？,與非政府組織（NGOs）合作,倡導宣傳新計畫並籌募經費,執行以職能為基礎的計畫,與弱勢團體聯盟,C,執行以職能為基礎的計畫,C,,無
36,強調要優先處理低層次認知技巧（如：注意力），再處理高層次認知功能（如：問題解決能力）。前述屬於下列何者認知復健的特色？,動態互動模式（Dynamic Interactional Model）,神經功能介入（neurofunctional approach）,認知－知覺矯治模式（cognitive-perceptual remedial model）,認知導向職能表現介入（The Cognitive Orientation to daily Occupational Performance approach）,C,認知－知覺矯治模式（cognitive-perceptual remedial model）,C,,無
37,"有關於認知導向職能表現（Cognitive Orientation to daily Occupational Performance, CO-OP）介入特色，下列那些敘述正確？①強調以個案為中心之問題解決；②採用非結構型態介入；③引導個案發展增進能力的策略；④主要由治療者決定介入目標",①③,②④,②③,①④,A,①③,A,,無
38,有關職能治療介入處理模式（Occupational Therapy Intervention Process Model）的敘述，下列何者正確？①由下而上進行治療目標的設定及規劃；②分析時不需要考量活動環境需求；③以個案為中心介入模式；④以職能為焦點,①②,②③,①④,③④,D,③④,D,,無
39,理論的何項特質有助於建構假設（postulates）之因果關係？,廣泛（broad）,離散（discrete）,複雜（complex）,系統性（systematic）,B,離散（discrete）,B,,無
40,下列那些理論模式可歸類於以職能為基礎的實務模式（Occupation-Based Models of Practice）？①人類職能模式（Model of Human Occupation） ②人－環境－職能－表現（Person-Environment-Occupation-Performance） ③神經發展治療（Neurodevelopmental Treatment） ④職能調適（Occupational Adaptation） ⑤加拿大職能表現與參與（Canadian Model of Occupational Performance and Engagement） ⑥感覺統合（Sensory Integration）,②④⑤⑥,①②③⑤,①③④⑥,①②④⑤,D,①②④⑤,D,,無
41,一個完整的參考架構（Frames of Reference），內容不一定要涵蓋下列何部分？,原則（principles）,對象（population）,評估工具（assessment instruments）,工作手冊（workbook）,D,工作手冊（workbook）,D,,無
42,有關「職能科學」之敘述，下列那些正確？①由美國南加州大學Jean Ayres學者首先提出；②職能科學所得的知識可以幫助職能治療開拓新領域；③強調僅使用質性研究方法來幫助將相關理論轉譯成實務可用的知識；④系統化地探討有關職能、健康與安適的知識為職能科學的目的之一,①②,③④,①③,②④,D,②④,D,,無
43,下列何者不屬於職能調適（Occupational Adaptation）理論的六個假設之一？,職能勝任是終生調適以回應內在與外在要求的過程,成功的職能表現直接歸因於個體具有充足的勝任調適能力，以同時滿足自己與他人的要求與期待,要求個體表現是職能角色與情境的一部分,環境是預測職能表現成功與否的主要因素,D,環境是預測職能表現成功與否的主要因素,D,,無
44,環境（environment）是生態模式的核心要素，下列何種生態模式的環境要素涵蓋制度環境（institutional environment）？,人類表現生態（Ecology of Human Performance）模式,人－環境－職能－表現（Person-Environment-Occupation-Performance）模式,人－環境－職能（Person-Environment-Occupation）模式,加拿大職能表現與參與（Canadian Model of Occupational Performance and Engagement）模式,D,加拿大職能表現與參與（Canadian Model of Occupational Performance and Engagement）模式,D,,無
45,下列何者不是嬰兒期的認知發展？,可以發展出認識物體及分辨熟悉的人,透過觸摸和抓握物品，理解因果關係,發展出物體恆常概念，會去找被蓋住的東西,會玩假裝的遊戲，例如：會裝睡,D,會玩假裝的遊戲，例如：會裝睡,D,,無
46,職能治療師教導個案如何安排一天的能量分配，並同時提供照護者相關衛教單，前述最符合下列那一種介入方式？,代償（compensation approach）,教育（educational approach）,預防（prevention approach）,治療性地運用自我（therapeutic use of self）,B,教育（educational approach）,B,,無
47,下列何者不屬於職能治療師可以提供之服務？,腦性麻痺兒童肉毒施打抗痙攣方案,兒童肥胖問題介入方案,兒童侷限誘發療法,自閉症兒童書寫問題介入方案,A,腦性麻痺兒童肉毒施打抗痙攣方案,A,,無
48,有關實證實務之應用，下列敘述何者最適當？,根據實證，相同診斷的個案必接受相同治療,沒有經過研究驗證的治療一定是無效,臨床問題的最佳實證會隨著更多研究更有明確解答,蒐集實證的目的為尋求臨床問題之正確答案,C,臨床問題的最佳實證會隨著更多研究更有明確解答,C,,無
49,為增進學齡前典型發展兒童的書寫前備能力，由職能治療師開設書寫訓練團體相關課程。根據美國職能治療學會所制定的職能治療實務架構（Occupational Therapy Practice Framework），這是屬於下列那一種介入原則？,創造／促進（create/promote）,預防（prevent）,建立／恢復（establish/restore）,維持（maintain）,A,創造／促進（create/promote）,A,,無
50,使用懷舊活動以減緩壓力並提升個案生活品質，此做法較屬於下列何種介入？,緩和治療介入（palliative approach）,教育性介入（educational approach）,預防性介入（prevention approach）,適應或代償介入（adaptation or compensation approach）,A,緩和治療介入（palliative approach）,A,,無
51,職能治療「測量風險因素，例如：力量、持續姿勢等等」做傷害預防，屬於那一種工作分析方式？,職能基礎工作分析（occupation-based job analysis）,功能需求工作分析（functional demands job analysis）,肌肉骨骼障礙人體工學風險分析（musculoskeletal disorder ergonomic risk assessment）,職業生涯分析（job career analysis）,C,肌肉骨骼障礙人體工學風險分析（musculoskeletal disorder ergonomic risk assessment）,C,,無
52,根據Cole（2012）的定義，領導風格有三種，下列那一種組合是他認為最有效的領導風格？,指導（directive）、誘發（facilitative）以及合作（collaborating）,諮詢（advisory）、指導（directive）以及誘發（facilitative）,合作（collaborating）、指導（directive）以及鼓勵（encouraging）,諮詢（advisory）、指導（directive）以及鼓勵（encouraging）,B,諮詢（advisory）、指導（directive）以及誘發（facilitative）,B,,無
53,"有關工具性日常生活活動（instrumental activities of daily living, IADL）之敘述，下列何者最不適切？",IADL為職能治療師關心且時常評估的領域,處理家庭帳務、整理房子、購買日常生活用品等皆屬於IADL,IADL的評估必須透過直接觀察的方式評量,克門生活技巧量表（Kohlman Evaluation of Living Skills）可用來評量IADL,C,IADL的評估必須透過直接觀察的方式評量,C,,無
54,兒童期包含1～6歲的幼兒期與6～12歲的學齡兒童期，有關兒童期的發展任務，下列敘述何者最不適切？,幼兒通常4歲時開始出現反叛行為，主要是因為此時兒童開始主張自我,幼兒期喜歡玩假扮遊戲,學齡兒童期開始學習了解男女的社會角色,社會參與是學齡兒童期重要的職能之一,A,幼兒通常4歲時開始出現反叛行為，主要是因為此時兒童開始主張自我,A,,無
55,針對學習寫字有問題的國小一年級孩童，設計為期6週的視動整合團體訓練計畫，此種計畫屬於下列何種職能治療介入途徑？,健康促進,矯治性,改造性,預防性,B,矯治性,B,,無
56,針對能力回復已達高原期的個案，最常使用下列何種介入途徑？,矯治性,預防性,維持性,健康促進,C,維持性,C,,無
57,依據1987年Benveniste's對「專業」的定義，下列何項較無關於職能治療是否被認可為「專業」？,在醫院中具有獨立的部門,具有專業養成教育的標準，與繼續教育認證的規範,具有關注大眾健康福祉特定議題（專業主體）的責任與規範,具有全國性及國際性的專業組織，並訂有倫理準則（codes of ethics）,A,在醫院中具有獨立的部門,A,,無
58,職能治療部門要招募一位督導級治療師，下列敘述何者正確？,為展現公平性，一開始就應對外公開，不宜先向內部單位徵求,進行招募面談時，建議儘量詢問每位應試者相同的問題,招募面談建議儘量由主管一人擔任，以免意見相左,招募廣告上，宜說明希望徵求的性別、年齡限制等條件,B,進行招募面談時，建議儘量詢問每位應試者相同的問題,B,,無
59,兒童職能治療部門主管，發現等待安排療程的新個案愈來愈多，影響服務滿意度，故希望治療師能增加每日服務量，但因此引發治療師的反彈，主管解決此對立衝突的作法，下列何者最適切？,主管先不要主動，等治療師們想溝通時再進行會比較順暢,溝通時，一開場先針對主管階層的考量及想法做說明，而儘量不要去質疑為何治療師無法提高服務量,溝通時，順便指出治療師遲到的嚴重問題，使他們較無法抗拒新制度,主管要秉持必定會實施而不容協商的信念來溝通，較易成功推動,B,溝通時，一開場先針對主管階層的考量及想法做說明，而儘量不要去質疑為何治療師無法提高服務量,B,,無
60,職能治療所的所長，其參與業務包含提供自費兒童治療、特殊教育學校系統服務及承接政府補助的早療服務，前述工作較沒有包含下列何項職能治療角色？,創業者,諮詢者,獨立合約者,學術研究者,D,學術研究者,D,,無
61,職能治療部門主管察覺某治療師有習慣性遲到的情況，其初期處理的方式，下列何者最適切？,一出現此行為時，就要嚴加處罰（如考績不佳、扣薪水），才能預防再犯,明確告知部門規範，並說明清楚，日後無法達到規範標準時的結果,採取主管與治療師合作的模式，修改部門內遲到認定標準,遲到不是太嚴重的事情，溫和告知其要少遲到即可,B,明確告知部門規範，並說明清楚，日後無法達到規範標準時的結果,B,,無
62,若以SWOT分析來分析一家醫院的職能治療單位競爭優勢，則「管理職能治療單位的醫院主管離職，且尚未安排新的主管接任」，屬於SWOT中的那一項？,S：內部優勢,W：內部劣勢,O：外部機會,T：外部威脅,B,W：內部劣勢,B,,無
63,有關方案評估的敘述，下列何者較不適當？,有助於資源整合有效提供適切服務,方案僅需於開始前與執行結束後評估,可作為日後方案計畫之參考，以持續提升方案品質,可確保個案的滿意度,B,方案僅需於開始前與執行結束後評估,B,,無
64,市場分析可以提供很多營銷所需的資訊，下列何者錯誤？,市場趨勢與需求,得到顧客對產品或服務的評價,產品服務在市場的優劣勢,目標族群與服務的定位,B,得到顧客對產品或服務的評價,B,,無
65,若以行銷的角度來看，一家職能治療所的治療師之專業技術能力，屬於行銷7Ps中的那一個？,地點（place）,促銷（promotion）,產品（product）,物理環境（physical evidence or environment）,C,產品（product）,C,,無
66,按照學者Truesdale（2013）的定義，教育兒童要有好的聆聽技巧，包括眼睛看對方、專心聽、身體手腳勿任意晃動、回話時先思索等，屬於下列何者？,全心聆聽（whole-mind listening）,全身聆聽（whole-body listening）,同理聆聽（empathy listening）,同儕聆聽（peers listening）,B,全身聆聽（whole-body listening）,B,,無
67,策略計畫執行之先後順序，下列何者較為適當？①回顧任務與願景；②策略計畫執行評估；③確認可達成目標之策略計畫；④選擇執行性高的策略腳本；⑤建立、發展排列策略性目標,①③⑤④②,①②⑤④③,③④⑤①②,①④⑤③②,D,①④⑤③②,D,,無
68,在美國的醫療保險中，假設一個有慢性疾病的人，每年就醫累積的自付費用到了一定數額後，之後就由保險給付，這種制度稱為：,最大自付額（maximum out-of-pocket）,共同保險（copayment/coinsurance）,自付額（deductible）,既往病況（pre-existing conditions）,A,最大自付額（maximum out-of-pocket）,A,,無
69,關於美國「健康照護機構聯合評鑑委員會」（The Joint Commission on Accreditation of Healthcare Organizations）的敘述，下列何者正確？,為確保公正，其為公部門組織,其宣言是不斷改善公眾的醫療保健,認證對象沒有包括長照機構,為確保運作經費無虞，也屬於營利單位,B,其宣言是不斷改善公眾的醫療保健,B,,無
70,我國全民健康保險對於職能治療之給付，包含下列何者？,康復之家,長照據點,精神護理之家,學校體系巡迴職能治療服務,A,康復之家,A,,無
71,按照美國醫療保健研究品質部門於2015年所提出的定義，包括職能治療品質在內的品質管理中，注重實體環境、人員數量、專家的可用性以及員工與客戶的比例等，是屬於下列何者？,結構性衡量（structural measures）,程序性衡量（process measures）,結果性衡量（outcome measures）,策略性衡量（strategy measures）,A,結構性衡量（structural measures）,A,,無
72,使用標準化的評估（standardized assessments）時，其中的再測信度（test–retest reliability）定義是指以下何者？,對於病況未有太多變化的個案所重複測得的數據應趨一致,不同的治療師針對同一個案所測出的結果應趨一致,單一評估者在多次測試中得出一致的結果,各個題目所測出結果的一致性或相關性,A,對於病況未有太多變化的個案所重複測得的數據應趨一致,A,,無
73,職能治療師在提供以實證為基礎之實務（evidence-based practice）時，不包含下列那種做法？,須知道如何搜尋相關研究論文,將證據讓個案知曉以做選擇,提供證據以說服個案接受治療師建議的治療,根據證據將治療的效益與風險告知個案,C,提供證據以說服個案接受治療師建議的治療,C,,無
74,下列何者是實證推論過程與「選擇有效的治療方法」相關的研究，最主要的探討內容？,瞭解某一族群接受治療的經驗和需求,瞭解某一族群適用的所有介入方法,瞭解某一族群接受不同治療方式的相關效益,瞭解不同介入方法是否誘發某一族群後遺症的影響,C,瞭解某一族群接受不同治療方式的相關效益,C,,無
75,評析文獻過程中，那一個步驟最需要使用到PubMed或Medline？,寫出可回答的問題,蒐集最佳實證資訊,評析實證,應用實證,B,蒐集最佳實證資訊,B,,無
76,評析研究時須確保文獻與臨床任務相關，下列何者不屬於評量文獻相關性時所需考量的項目？,研究探討有興趣的職能相關變項,研究設計是否有對照組,研究包含個案所屬的族群,研究使用的介入方式可在臨床執行,B,研究設計是否有對照組,B,,無
77,職能治療師在選擇治療方案上，發現方案A對個案的情況應該較有療效，但健保不給付；而方案B對個案的情況療效相對較慢，但健保有給付。由於個案家中的經濟狀況不是太好，因而陷入成本效益考量的兩難。這樣的衡量較屬於下列那一種臨床推理的過程？,診斷推理（diagnostic reasoning）,科學推理（scientific reasoning）,程序推理（procedural reasoning）,實用推理（pragmatic reasoning）,D,實用推理（pragmatic reasoning）,D,,無
78,整合多種推理形式，彈性的因應改變中的狀況或預期未來可能的狀況。上述過程屬於何種臨床推理策略？,程序推理（procedural reasoning）,互動推理（interactive reasoning）,情境推理（conditional reasoning）,實用推理（pragmatic reasoning）,C,情境推理（conditional reasoning）,C,,無
79,一位左側肢體癱瘓患者，可單手單腳推動輪椅，注意力與工作記憶正常。職能治療師推論個案可以勝任結帳工作，因此規劃櫃檯結帳員之職業重建課程。上述過程較符合何種臨床推理策略？,程序推理（procedural reasoning）,互動推理（interactive reasoning）,情境推理（conditional reasoning）,實用推理（pragmatic reasoning）,A,程序推理（procedural reasoning）,A,,無
80,職能治療師接了一位帕金森氏症個案，他對帕金森氏症的症狀、預後、對日常生活之影響進行了解，並決定適合的評估工具與介入方式，係採用那一種治療性推理？,敘事推理（narrative reasoning）,科學推理（scientific reasoning）,倫理推理（ethical reasoning）,實用推理（pragmatic reasoning）,B,科學推理（scientific reasoning）,B,,無
